source_id,state,data_year,url,locator,territory,carrier,profile_id,annual_premium
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'MARRIED COUPLE AGE 25' = $680 per 6 months",statewide,AIG Property Casualty Company,dc-married-25,1360
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'MARRIED COUPLE AGE 39' = $496 per 6 months",statewide,AIG Property Casualty Company,dc-married-39,992
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'MARRIED COUPLE AGE 66' = $371 per 6 months",statewide,AIG Property Casualty Company,dc-married-66,742
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE FEMALE AGE 25' = $811 per 6 months",statewide,AIG Property Casualty Company,dc-single-female-25,1622
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE FEMALE AGE 39' = $496 per 6 months",statewide,AIG Property Casualty Company,dc-single-female-39,992
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE FEMALE AGE 66' = $388 per 6 months",statewide,AIG Property Casualty Company,dc-single-female-66,776
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE MALE AGE 25' = $1,032 per 6 months",statewide,AIG Property Casualty Company,dc-single-male-25,2064
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE MALE AGE 39' = $496 per 6 months",statewide,AIG Property Casualty Company,dc-single-male-39,992
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'AIG Property Casualty Company' (effective 7/15/2023), column 'SINGLE MALE AGE 66' = $388 per 6 months",statewide,AIG Property Casualty Company,dc-single-male-66,776
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'MARRIED COUPLE AGE 25' = $866 per 6 months",statewide,Allstate Indemnity Company,dc-married-25,1732
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'MARRIED COUPLE AGE 39' = $881 per 6 months",statewide,Allstate Indemnity Company,dc-married-39,1762
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'MARRIED COUPLE AGE 66' = $910 per 6 months",statewide,Allstate Indemnity Company,dc-married-66,1820
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE FEMALE AGE 25' = $986 per 6 months",statewide,Allstate Indemnity Company,dc-single-female-25,1972
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE FEMALE AGE 39' = $972 per 6 months",statewide,Allstate Indemnity Company,dc-single-female-39,1944
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE FEMALE AGE 66' = $1,019 per 6 months",statewide,Allstate Indemnity Company,dc-single-female-66,2038
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE MALE AGE 25' = $986 per 6 months",statewide,Allstate Indemnity Company,dc-single-male-25,1972
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE MALE AGE 39' = $972 per 6 months",statewide,Allstate Indemnity Company,dc-single-male-39,1944
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Indemnity Company' (effective 11/13/2023), column 'SINGLE MALE AGE 66' = $1,019 per 6 months",statewide,Allstate Indemnity Company,dc-single-male-66,2038
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'MARRIED COUPLE AGE 25' = $808 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-married-25,1616
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'MARRIED COUPLE AGE 39' = $808 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-married-39,1616
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'MARRIED COUPLE AGE 66' = $856 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-married-66,1712
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE FEMALE AGE 25' = $855 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-female-25,1710
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE FEMALE AGE 39' = $855 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-female-39,1710
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE FEMALE AGE 66' = $874 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-female-66,1748
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE MALE AGE 25' = $860 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-male-25,1720
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE MALE AGE 39' = $860 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-male-39,1720
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Allstate Property and Casualty Insurance Company' (effective 2/19/2024), column 'SINGLE MALE AGE 66' = $937 per 6 months",statewide,Allstate Property and Casualty Insurance Company,dc-single-male-66,1874
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'MARRIED COUPLE AGE 25' = $325 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-married-25,650
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'MARRIED COUPLE AGE 39' = $341 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-married-39,682
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'MARRIED COUPLE AGE 66' = $363 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-married-66,726
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE FEMALE AGE 25' = $404 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-female-25,808
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE FEMALE AGE 39' = $378 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-female-39,756
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE FEMALE AGE 66' = $394 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-female-66,788
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE MALE AGE 25' = $408 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-male-25,816
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE MALE AGE 39' = $348 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-male-39,696
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'American Family Connect Property and Casualty Insurance Company' (effective 10/25/2023), column 'SINGLE MALE AGE 66' = $375 per 6 months",statewide,American Family Connect Property and Casualty Insurance Company,dc-single-male-66,750
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 25' = $1,295 per 6 months",statewide,CSAA Affinity Insurance Company,dc-married-25,2590
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 39' = $1,230 per 6 months",statewide,CSAA Affinity Insurance Company,dc-married-39,2460
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 66' = $1,130 per 6 months",statewide,CSAA Affinity Insurance Company,dc-married-66,2260
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 25' = $1,393 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-female-25,2786
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 39' = $1,297 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-female-39,2594
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 66' = $1,096 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-female-66,2192
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 25' = $1,365 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-male-25,2730
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 39' = $1,296 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-male-39,2592
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA Affinity Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 66' = $1,170 per 6 months",statewide,CSAA Affinity Insurance Company,dc-single-male-66,2340
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 25' = $3,341 per 6 months",statewide,CSAA General Insurance Company,dc-married-25,6682
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 39' = $3,252 per 6 months",statewide,CSAA General Insurance Company,dc-married-39,6504
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'MARRIED COUPLE AGE 66' = $2,991 per 6 months",statewide,CSAA General Insurance Company,dc-married-66,5982
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 25' = $3,600 per 6 months",statewide,CSAA General Insurance Company,dc-single-female-25,7200
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 39' = $3,430 per 6 months",statewide,CSAA General Insurance Company,dc-single-female-39,6860
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE FEMALE AGE 66' = $2,909 per 6 months",statewide,CSAA General Insurance Company,dc-single-female-66,5818
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 25' = $3,522 per 6 months",statewide,CSAA General Insurance Company,dc-single-male-25,7044
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 39' = $3,433 per 6 months",statewide,CSAA General Insurance Company,dc-single-male-39,6866
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'CSAA General Insurance Company' (effective 12/13/2023), column 'SINGLE MALE AGE 66' = $3,119 per 6 months",statewide,CSAA General Insurance Company,dc-single-male-66,6238
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'MARRIED COUPLE AGE 25' = $1,750 per 6 months",statewide,Great Northern Insurance Company,dc-married-25,3500
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'MARRIED COUPLE AGE 39' = $1,543 per 6 months",statewide,Great Northern Insurance Company,dc-married-39,3086
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'MARRIED COUPLE AGE 66' = $1,258 per 6 months",statewide,Great Northern Insurance Company,dc-married-66,2516
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE FEMALE AGE 25' = $2,615 per 6 months",statewide,Great Northern Insurance Company,dc-single-female-25,5230
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE FEMALE AGE 39' = $2,135 per 6 months",statewide,Great Northern Insurance Company,dc-single-female-39,4270
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE FEMALE AGE 66' = $1,729 per 6 months",statewide,Great Northern Insurance Company,dc-single-female-66,3458
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE MALE AGE 25' = $2,804 per 6 months",statewide,Great Northern Insurance Company,dc-single-male-25,5608
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE MALE AGE 39' = $2,135 per 6 months",statewide,Great Northern Insurance Company,dc-single-male-39,4270
dc-2024,DC,2024,https://disb.dc.gov/sites/default/files/dc/sites/disb/publication/attachments/2024_auto_premium_comparison_8-15-2024_website.pdf,"PDF p.2 table '2024 AUTOMOBILE INSURANCE PREMIUM COMPARISON SAMPLE PROFILES (6 month policy)', row 'Great Northern Insurance Company' (effective 11/7/2022), column 'SINGLE MALE AGE 66' = $1,729 per 6 months",statewide,Great Northern Insurance Company,dc-single-male-66,3458
