source_id,profile_id,description,driver_age,gender,marital,years_licensed,incidents,violations,coverage,liability_limits,comp_deductible,coll_deductible,vehicle,annual_miles,good_student,driver_training,other
ca-2026,ca-2512B_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=1 to 4; Mileage=7,600 - 10,000; Driving Record=1 Traffic Ticket; Vehicle=Honda Accord; Profile 2512B_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,4,0,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2512C_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=1 to 4; Mileage=7,600 - 10,000; Driving Record=1 At-Fault Accident; Vehicle=Honda Accord; Profile 2512C_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,4,1,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2512D_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=1 to 4; Mileage=7,600 - 10,000; Driving Record=1 Ticket and 1 Accident; Vehicle=Honda Accord; Profile 2512D_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,4,1,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2513A_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=1 to 4; Mileage=12,500 - 16,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2513A_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,4,0,0,full,100/300/50,250,500,Honda Accord,"12,500 - 16,000",,,
ca-2026,ca-2521A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=5,000 - 7,500; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2521A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Honda Accord,"5,000 - 7,500",,,
ca-2026,ca-2522A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2522A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2522A_V2,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Toyota Prius; Profile 2522A_V2. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Toyota Prius,"7,600 - 10,000",,,
ca-2026,ca-2522A_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Tesla Model 3; Profile 2522A_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Tesla Model 3,"7,600 - 10,000",,,
ca-2026,ca-2522A_V4,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Ford F-150; Profile 2522A_V4. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Ford F-150,"7,600 - 10,000",,,
ca-2026,ca-2522B_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=1 Traffic Ticket; Vehicle=Honda Accord; Profile 2522B_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2522C_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=1 At-Fault Accident; Vehicle=Honda Accord; Profile 2522C_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,1,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2522D_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=7,600 - 10,000; Driving Record=1 Ticket and 1 Accident; Vehicle=Honda Accord; Profile 2522D_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,1,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2523A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=5 to 7; Mileage=12,600 - 16,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2523A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,7,0,0,full,100/300/50,250,500,Honda Accord,"12,600 - 16,000",,,
ca-2026,ca-2531A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=5,000 - 7,500; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2531A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,Honda Accord,"5,000 - 7,500",,,
ca-2026,ca-2532A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2532A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2532A_V2,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=BMW 340i; Profile 2532A_V2. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,BMW 340i,"7,600 - 10,000",,,
ca-2026,ca-2532A_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Ford F-150; Profile 2532A_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,Ford F-150,"7,600 - 10,000",,,
ca-2026,ca-2532A_V4,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Toyota RAV4; Profile 2532A_V4. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,Toyota RAV4,"7,600 - 10,000",,,
ca-2026,ca-2532B_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=1 Traffic Ticket; Vehicle=Honda Accord; Profile 2532B_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2532C_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=1 At-Fault Accident; Vehicle=Honda Accord; Profile 2532C_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,1,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2532D_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=7,600 - 10,000; Driving Record=1 Ticket and 1 Accident; Vehicle=Honda Accord; Profile 2532D_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,1,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2533A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=8 to 13; Mileage=12,600 - 16,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2533A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,13,0,0,full,100/300/50,250,500,Honda Accord,"12,600 - 16,000",,,
ca-2026,ca-2541A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=5,000 - 7,500; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2541A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,Honda Accord,"5,000 - 7,500",,,
ca-2026,ca-2542A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2542A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2542A_V2,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Tesla Model S; Profile 2542A_V2. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,Tesla Model S,"7,600 - 10,000",,,
ca-2026,ca-2542A_V3,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=Chevy Silverado; Profile 2542A_V3. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,Chevy Silverado,"7,600 - 10,000",,,
ca-2026,ca-2542A_V4,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=No Violations; Vehicle=BMW 530i; Profile 2542A_V4. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,BMW 530i,"7,600 - 10,000",,,
ca-2026,ca-2542B_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=1 Traffic Ticket; Vehicle=Honda Accord; Profile 2542B_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2542C_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=1 At-Fault Accident; Vehicle=Honda Accord; Profile 2542C_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,1,0,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2542D_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=7,600 - 10,000; Driving Record=1 Ticket and 1 Accident; Vehicle=Honda Accord; Profile 2542D_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,1,1,full,100/300/50,250,500,Honda Accord,"7,600 - 10,000",,,
ca-2026,ca-2543A_V1,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Single Driver; Years Licensed=14 to 25; Mileage=12,600 - 16,000; Driving Record=No Violations; Vehicle=Honda Accord; Profile 2543A_V1. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,single,25,0,0,full,100/300/50,250,500,Honda Accord,"12,600 - 16,000",,,
ca-2026,ca-2555A,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Young Family Couple; Years Licensed=13yrs/10yrs; Mileage=15000; Driving Record=No Violations; Vehicle=Toyota Camry, Toyota Sienna; Profile 2555A. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Sienna",15000,,,multi-driver/multi-car profile: Young Family Couple (13yrs/10yrs licensed)
ca-2026,ca-2555B,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Young Family Couple; Years Licensed=13yrs/10yrs; Mileage=15000; Driving Record=Spouse1 has 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Sienna; Profile 2555B. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Sienna",15000,,,multi-driver/multi-car profile: Young Family Couple (13yrs/10yrs licensed)
ca-2026,ca-2555M,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Young Family Couple; Years Licensed=13yrs/10yrs; Mileage=15000; Driving Record=No Violations (With Multi-Policy Discount); Vehicle=Toyota Camry, Toyota Sienna; Profile 2555M. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Sienna",15000,,,multi-driver/multi-car profile: Young Family Couple (13yrs/10yrs licensed)
ca-2026,ca-2555N,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Young Family Couple; Years Licensed=13yrs/10yrs; Mileage=15000; Driving Record=Both have 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Sienna; Profile 2555N. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Sienna",15000,,,multi-driver/multi-car profile: Young Family Couple (13yrs/10yrs licensed)
ca-2026,ca-2565A,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple w/Teen; Years Licensed=28yrs/25yrs/1yr; Mileage=12,000 - 20,000; Driving Record=No Violations; Vehicle=Toyota Camry, Toyota Highlander; Profile 2565A. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Highlander","12,000 - 20,000",,,multi-driver/multi-car profile: Married Couple w/Teen (28yrs/25yrs/1yr licensed)
ca-2026,ca-2565B,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple w/Teen; Years Licensed=28yrs/25yrs/1yr; Mileage=12,000 - 20,000; Driving Record=Spouse1 has 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Highlander; Profile 2565B. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Highlander","12,000 - 20,000",,,multi-driver/multi-car profile: Married Couple w/Teen (28yrs/25yrs/1yr licensed)
ca-2026,ca-2565M,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple w/Teen; Years Licensed=28yrs/25yrs/1yr; Mileage=12,000 - 20,000; Driving Record=No Violations (With Multi-Policy Discount); Vehicle=Toyota Camry, Toyota Highlander; Profile 2565M. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Highlander","12,000 - 20,000",,,multi-driver/multi-car profile: Married Couple w/Teen (28yrs/25yrs/1yr licensed)
ca-2026,ca-2565N,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple w/Teen; Years Licensed=28yrs/25yrs/1yr; Mileage=12,000 - 20,000; Driving Record=Both have 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Highlander; Profile 2565N. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Highlander","12,000 - 20,000",,,multi-driver/multi-car profile: Married Couple w/Teen (28yrs/25yrs/1yr licensed)
ca-2026,ca-2592A,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple; Years Licensed=40 plus; Mileage=7600; Driving Record=No Violations; Vehicle=Toyota Camry, Toyota Prius; Profile 2592A. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Prius",7600,,,multi-driver/multi-car profile: Married Couple (40 plus licensed)
ca-2026,ca-2592B,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple; Years Licensed=40 plus; Mileage=7600; Driving Record=Spouse1 has 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Prius; Profile 2592B. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Prius",7600,,,multi-driver/multi-car profile: Married Couple (40 plus licensed)
ca-2026,ca-2592M,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple; Years Licensed=40 plus; Mileage=7600; Driving Record=No Violations (With Multi-Policy Discount); Vehicle=Toyota Camry, Toyota Prius; Profile 2592M. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Prius",7600,,,multi-driver/multi-car profile: Married Couple (40 plus licensed)
ca-2026,ca-2592N,"CDI 2026 Auto Premium Survey tool: Coverage Type=Standard; Insurance For=Married Couple; Years Licensed=40 plus; Mileage=7600; Driving Record=Both have 1 Traffic Ticket; Vehicle=Toyota Camry, Toyota Prius; Profile 2592N. Standard Full Coverage: 100,000/300,000 Bodily Injury; 50,000 Property Damage; 5,000 Medical Payments; 30,000/60,000 Uninsured/Underinsured Motorist - Bodily Injury; $250 Comprehensive Deductible; $500 Collision Deductible; Waiver on Collision Deductible",,,married,,,,full,100/300/50,250,500,"Toyota Camry, Toyota Prius",7600,,,multi-driver/multi-car profile: Married Couple (40 plus licensed)
