measure,value,locator,url
average age of US cars and light trucks in operation (years),12.5,"S&P Global Mobility press release, 15 May 2023, first paragraph: 'With more than 284 million vehicles in operation (VIO) on U.S. roads, the average age of cars and light trucks in the US has risen again this year to a new record of 12.5 years'",https://press.spglobal.com/2023-05-15-Average-Age-of-Light-Vehicles-in-the-US-Hits-Record-High-12-5-years,-according-to-S-P-Global-Mobility
