source_id,state,data_year,url,locator,territory,carrier,profile_id,annual_premium
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'CSAA General Insurance Company' / 'Plan 3' = $1,385 (6-month, x2)",Alamosa (81101),CSAA General Insurance Company,co-B-P3,2770
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'California Casualty Indemnity Exchange' / 'Plan 1' = $1,163 (6-month, x2)",Alamosa (81101),California Casualty Indemnity Exchange,co-B-P1,2326
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'California Casualty Indemnity Exchange' / 'Plan 2' = $1,303 (6-month, x2)",Alamosa (81101),California Casualty Indemnity Exchange,co-B-P2,2606
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'California Casualty Indemnity Exchange' / 'Plan 3' = $1,169 (6-month, x2)",Alamosa (81101),California Casualty Indemnity Exchange,co-B-P3,2338
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Central Mutual Insurance Company' / 'Plan 1' = $841 (6-month, x2)",Alamosa (81101),Central Mutual Insurance Company,co-B-P1,1682
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Central Mutual Insurance Company' / 'Plan 2' = $1,021 (6-month, x2)",Alamosa (81101),Central Mutual Insurance Company,co-B-P2,2042
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Central Mutual Insurance Company' / 'Plan 3' = $1,103 (6-month, x2)",Alamosa (81101),Central Mutual Insurance Company,co-B-P3,2206
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Chubb National Insurance Company' / 'Plan 1' = $1,849 (6-month, x2)",Alamosa (81101),Chubb National Insurance Company,co-B-P1,3698
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Chubb National Insurance Company' / 'Plan 2' = $2,062 (6-month, x2)",Alamosa (81101),Chubb National Insurance Company,co-B-P2,4124
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Chubb National Insurance Company' / 'Plan 3' = $2,261 (6-month, x2)",Alamosa (81101),Chubb National Insurance Company,co-B-P3,4522
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Colorado Farm Bureau Insurance' / 'Plan 1' = $1,341 (6-month, x2)",Alamosa (81101),Colorado Farm Bureau Insurance,co-B-P1,2682
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Colorado Farm Bureau Insurance' / 'Plan 2' = $1,557 (6-month, x2)",Alamosa (81101),Colorado Farm Bureau Insurance,co-B-P2,3114
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Colorado Farm Bureau Insurance' / 'Plan 3' = $1,631 (6-month, x2)",Alamosa (81101),Colorado Farm Bureau Insurance,co-B-P3,3262
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Encompass Indemnity Company' / 'Plan 1' = $1,888 (6-month, x2)",Alamosa (81101),Encompass Indemnity Company,co-B-P1,3776
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Encompass Indemnity Company' / 'Plan 2' = $2,290 (6-month, x2)",Alamosa (81101),Encompass Indemnity Company,co-B-P2,4580
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Encompass Indemnity Company' / 'Plan 3' = $2,585 (6-month, x2)",Alamosa (81101),Encompass Indemnity Company,co-B-P3,5170
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Executive Risk Indemnity Inc.' / 'Plan 1' = $1,849 (6-month, x2)",Alamosa (81101),Executive Risk Indemnity Inc.,co-B-P1,3698
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Executive Risk Indemnity Inc.' / 'Plan 2' = $2,062 (6-month, x2)",Alamosa (81101),Executive Risk Indemnity Inc.,co-B-P2,4124
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Executive Risk Indemnity Inc.' / 'Plan 3' = $2,261 (6-month, x2)",Alamosa (81101),Executive Risk Indemnity Inc.,co-B-P3,4522
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Falcon Insurance Company' / 'Plan 1' = $1,776 (6-month, x2)",Alamosa (81101),Falcon Insurance Company,co-B-P1,3552
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Farmers Alliance Mutual Insurance Company' / 'Plan 1' = $1,076 (6-month, x2)",Alamosa (81101),Farmers Alliance Mutual Insurance Company,co-B-P1,2152
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Farmers Alliance Mutual Insurance Company' / 'Plan 2' = $1,303 (6-month, x2)",Alamosa (81101),Farmers Alliance Mutual Insurance Company,co-B-P2,2606
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Farmers Alliance Mutual Insurance Company' / 'Plan 3' = $1,398 (6-month, x2)",Alamosa (81101),Farmers Alliance Mutual Insurance Company,co-B-P3,2796
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Federal Insurance Company *' / 'Plan 1' = $1,849 (6-month, x2)",Alamosa (81101),Federal Insurance Company *,co-B-P1,3698
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Federal Insurance Company *' / 'Plan 2' = $2,062 (6-month, x2)",Alamosa (81101),Federal Insurance Company *,co-B-P2,4124
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Federal Insurance Company *' / 'Plan 3' = $2,261 (6-month, x2)",Alamosa (81101),Federal Insurance Company *,co-B-P3,4522
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Financial Indemnity Company' / 'Plan 1' = $1,609 (6-month, x2)",Alamosa (81101),Financial Indemnity Company,co-B-P1,3218
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Garrison Property and Casualty Insurance Company' / 'Plan 1' = $1,582 (6-month, x2)",Alamosa (81101),Garrison Property and Casualty Insurance Company,co-B-P1,3164
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Garrison Property and Casualty Insurance Company' / 'Plan 2' = $1,867 (6-month, x2)",Alamosa (81101),Garrison Property and Casualty Insurance Company,co-B-P2,3734
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Garrison Property and Casualty Insurance Company' / 'Plan 3' = $1,883 (6-month, x2)",Alamosa (81101),Garrison Property and Casualty Insurance Company,co-B-P3,3766
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Grange Insurance Association' / 'Plan 1' = $1,095 (6-month, x2)",Alamosa (81101),Grange Insurance Association,co-B-P1,2190
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Grange Insurance Association' / 'Plan 2' = $1,317 (6-month, x2)",Alamosa (81101),Grange Insurance Association,co-B-P2,2634
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Grange Insurance Association' / 'Plan 3' = $1,132 (6-month, x2)",Alamosa (81101),Grange Insurance Association,co-B-P3,2264
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Great Northern Insurance Company *' / 'Plan 1' = $1,849 (6-month, x2)",Alamosa (81101),Great Northern Insurance Company *,co-B-P1,3698
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Great Northern Insurance Company *' / 'Plan 2' = $2,062 (6-month, x2)",Alamosa (81101),Great Northern Insurance Company *,co-B-P2,4124
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Great Northern Insurance Company *' / 'Plan 3' = $2,261 (6-month, x2)",Alamosa (81101),Great Northern Insurance Company *,co-B-P3,4522
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Casualty Insurance Company' / 'Plan 1' = $2,732 (6-month, x2)",Alamosa (81101),Hartford Casualty Insurance Company,co-B-P1,5464
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Casualty Insurance Company' / 'Plan 2' = $3,205 (6-month, x2)",Alamosa (81101),Hartford Casualty Insurance Company,co-B-P2,6410
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Casualty Insurance Company' / 'Plan 3' = $3,373 (6-month, x2)",Alamosa (81101),Hartford Casualty Insurance Company,co-B-P3,6746
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Fire Insurance Company' / 'Plan 1' = $2,167 (6-month, x2)",Alamosa (81101),Hartford Fire Insurance Company,co-B-P1,4334
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Fire Insurance Company' / 'Plan 2' = $2,635 (6-month, x2)",Alamosa (81101),Hartford Fire Insurance Company,co-B-P2,5270
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Hartford Fire Insurance Company' / 'Plan 3' = $2,851 (6-month, x2)",Alamosa (81101),Hartford Fire Insurance Company,co-B-P3,5702
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Insurance Company' / 'Plan 1' = $998 (6-month, x2)",Alamosa (81101),Horace Mann Insurance Company,co-B-P1,1996
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Insurance Company' / 'Plan 2' = $1,233 (6-month, x2)",Alamosa (81101),Horace Mann Insurance Company,co-B-P2,2466
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Insurance Company' / 'Plan 3' = $1,281 (6-month, x2)",Alamosa (81101),Horace Mann Insurance Company,co-B-P3,2562
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Property & Casualty Insurance Company' / 'Plan 1' = $1,287 (6-month, x2)",Alamosa (81101),Horace Mann Property & Casualty Insurance Company,co-B-P1,2574
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Property & Casualty Insurance Company' / 'Plan 2' = $1,587 (6-month, x2)",Alamosa (81101),Horace Mann Property & Casualty Insurance Company,co-B-P2,3174
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Horace Mann Property & Casualty Insurance Company' / 'Plan 3' = $1,646 (6-month, x2)",Alamosa (81101),Horace Mann Property & Casualty Insurance Company,co-B-P3,3292
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'INTEGON NATIONAL INSURANCE COMPANY' / 'Plan 1' = $773 (6-month, x2)",Alamosa (81101),INTEGON NATIONAL INSURANCE COMPANY,co-B-P1,1546
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'INTEGON NATIONAL INSURANCE COMPANY' / 'Plan 2' = $947 (6-month, x2)",Alamosa (81101),INTEGON NATIONAL INSURANCE COMPANY,co-B-P2,1894
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'INTEGON NATIONAL INSURANCE COMPANY' / 'Plan 3' = $1,058 (6-month, x2)",Alamosa (81101),INTEGON NATIONAL INSURANCE COMPANY,co-B-P3,2116
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Insurance Company' / 'Plan 1' = $5,851 (6-month, x2)",Alamosa (81101),Liberty Mutual Insurance Company,co-B-P1,11702
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Insurance Company' / 'Plan 2' = $6,538 (6-month, x2)",Alamosa (81101),Liberty Mutual Insurance Company,co-B-P2,13076
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Insurance Company' / 'Plan 3' = $6,928 (6-month, x2)",Alamosa (81101),Liberty Mutual Insurance Company,co-B-P3,13856
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Personal Insurance Company' / 'Plan 1' = $5,340 (6-month, x2)",Alamosa (81101),Liberty Mutual Personal Insurance Company,co-B-P1,10680
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Personal Insurance Company' / 'Plan 2' = $5,956 (6-month, x2)",Alamosa (81101),Liberty Mutual Personal Insurance Company,co-B-P2,11912
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Liberty Mutual Personal Insurance Company' / 'Plan 3' = $6,307 (6-month, x2)",Alamosa (81101),Liberty Mutual Personal Insurance Company,co-B-P3,12614
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Loya Insurance Company' / 'Plan 1' = $1,922 (6-month, x2)",Alamosa (81101),Loya Insurance Company,co-B-P1,3844
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Metropolitan Casualty Insurance Company' / 'Plan 1' = $3,342 (6-month, x2)",Alamosa (81101),Metropolitan Casualty Insurance Company,co-B-P1,6684
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Metropolitan Casualty Insurance Company' / 'Plan 2' = $4,424 (6-month, x2)",Alamosa (81101),Metropolitan Casualty Insurance Company,co-B-P2,8848
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Metropolitan Casualty Insurance Company' / 'Plan 3' = $4,576 (6-month, x2)",Alamosa (81101),Metropolitan Casualty Insurance Company,co-B-P3,9152
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'National General Insurance Company' / 'Plan 1' = $1,201 (6-month, x2)",Alamosa (81101),National General Insurance Company,co-B-P1,2402
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'National General Insurance Company' / 'Plan 2' = $1,361 (6-month, x2)",Alamosa (81101),National General Insurance Company,co-B-P2,2722
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'National General Insurance Company' / 'Plan 3' = $1,389 (6-month, x2)",Alamosa (81101),National General Insurance Company,co-B-P3,2778
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Noblr Reciprocal Exchange' / 'Plan 1' = $1,048 (6-month, x2)",Alamosa (81101),Noblr Reciprocal Exchange,co-B-P1,2096
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Noblr Reciprocal Exchange' / 'Plan 2' = $1,302 (6-month, x2)",Alamosa (81101),Noblr Reciprocal Exchange,co-B-P2,2604
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Noblr Reciprocal Exchange' / 'Plan 3' = $1,348 (6-month, x2)",Alamosa (81101),Noblr Reciprocal Exchange,co-B-P3,2696
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Owners Insurance Company' / 'Plan 1' = $2,223 (6-month, x2)",Alamosa (81101),Owners Insurance Company,co-B-P1,4446
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Owners Insurance Company' / 'Plan 2' = $2,610 (6-month, x2)",Alamosa (81101),Owners Insurance Company,co-B-P2,5220
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Owners Insurance Company' / 'Plan 3' = $2,695 (6-month, x2)",Alamosa (81101),Owners Insurance Company,co-B-P3,5390
co-2023,CO,2023,http://www.dora.state.co.us/pls/real/Ins_Survey_Reports.Report_Selection_Criteria?p_report_id=AUTO&p_label=,"raw/Alamosa__81101__Driver_B.html (report 'Auto Premiums for Alamosa (81101)', column 'Driver B'), row 'Pacific Indemnity' / 'Plan 1' = $1,849 (6-month, x2)",Alamosa (81101),Pacific Indemnity,co-B-P1,3698
